LR,gradient_count,edge_count,normal_count,weak_count
GDF11_ACVR2A,1053.0,259.0,801.0,0.0
GDF11_TGFBR1,688.0,298.0,1071.0,0.0
GDF11_ACVR2B,1550.0,283.0,373.0,0.0
GDF11_ACVR1B,1075.0,296.0,823.0,0.0
GDF15_TGFBR2,778.0,112.0,926.0,0.0
MSTN_ACVR2B,2137.0,4.0,115.0,0.0
MSTN_TGFBR1,1279.0,5.0,669.0,0.0
MSTN_ACVR1B,1840.0,3.0,313.0,0.0
MSTN_ACVR2A,1778.0,4.0,341.0,0.0
AMH_ACVR1,1676.0,17.0,309.0,0.0
AMH_AMHR2,3866.0,2.0,0.0,0.0
AMH_BMPR1A,1781.0,22.0,310.0,0.0
GDNF_GFRA1,1564.0,1.0,397.0,0.0
GDNF_RET,2077.0,1.0,90.0,0.0
NRTN_GFRA2,2091.0,75.0,143.0,0.0
NRTN_RET,1983.0,81.0,101.0,0.0
ARTN_GFRA3,3687.0,5.0,0.0,0.0
ARTN_RET,2056.0,27.0,89.0,0.0
PSPN_RET,1814.0,197.0,151.0,0.0
ARTN_GFRA1,1553.0,21.0,380.0,0.0
NODAL_ACVR1B,1840.0,5.0,312.0,0.0
NODAL_ACVR2A,1777.0,7.0,342.0,0.0
NODAL_ACVR1C,2353.0,7.0,67.0,0.0
NODAL_ACVR2B,2134.0,3.0,114.0,0.0
GDF3_ACVR1B,1838.0,9.0,312.0,0.0
GDF3_ACVR2A,1771.0,8.0,343.0,0.0
GDF3_ACVR2B,2129.0,4.0,114.0,0.0
GDF3_ACVR1C,2346.0,6.0,67.0,0.0
INHBA_ACVR1B,1686.0,81.0,363.0,0.0
INHBA_ACVR2A,1643.0,103.0,393.0,0.0
INHBA_ACVR2B,2010.0,80.0,136.0,0.0
INHBC_ACVR1B,1834.0,1.0,322.0,0.0
INHBC_ACVR2A,1778.0,1.0,343.0,0.0
INHBC_ACVR2B,2140.0,2.0,115.0,0.0
INHBC_ACVR1C,2355.0,1.0,67.0,0.0
INHBE_ACVR1B,1840.0,4.0,317.0,0.0
INHBE_ACVR2A,1778.0,1.0,341.0,0.0
INHBE_ACVR2B,2138.0,2.0,115.0,0.0
INHBE_ACVR1C,2353.0,1.0,67.0,0.0
INHBA_ACVR1C,2188.0,77.0,123.0,0.0
INHA_ACVR2A,1767.0,9.0,343.0,0.0
INHA_ACVR2B,2128.0,9.0,115.0,0.0
WNT1_FZD1,1974.0,6.0,160.0,0.0
WNT1_LRP5,1957.0,13.0,249.0,0.0
WNT1_FZD10,2134.0,11.0,102.0,0.0
WNT1_FZD2,2027.0,16.0,261.0,0.0
WNT1_FZD3,1922.0,13.0,250.0,0.0
WNT1_FZD4,1800.0,16.0,281.0,0.0
WNT1_FZD5,2080.0,17.0,94.0,0.0
WNT1_FZD6,1920.0,18.0,206.0,0.0
WNT1_FZD7,1932.0,16.0,206.0,0.0
WNT1_FZD8,1976.0,16.0,194.0,0.0
WNT1_FZD9,3318.0,5.0,0.0,0.0
WNT10A_FZD1,1582.0,238.0,305.0,0.0
WNT10A_LRP5,1513.0,247.0,456.0,0.0
WNT10A_FZD10,1765.0,235.0,202.0,0.0
WNT10A_FZD2,1638.0,227.0,396.0,0.0
WNT10A_FZD3,1498.0,239.0,419.0,0.0
WNT10A_FZD4,1366.0,241.0,467.0,0.0
WNT10A_FZD5,1709.0,261.0,210.0,0.0
WNT10A_FZD6,1498.0,247.0,382.0,0.0
WNT10A_FZD7,1529.0,243.0,347.0,0.0
WNT10A_FZD8,1527.0,224.0,382.0,0.0
WNT10A_FZD9,2888.0,108.0,0.0,0.0
WNT10B_FZD1,1717.0,159.0,226.0,0.0
WNT10B_LRP5,1682.0,177.0,344.0,0.0
WNT10B_FZD10,1909.0,172.0,144.0,0.0
WNT10B_FZD2,1777.0,182.0,333.0,0.0
WNT10B_FZD3,1648.0,171.0,338.0,0.0
WNT10B_FZD4,1518.0,174.0,377.0,0.0
WNT10B_FZD5,1824.0,161.0,150.0,0.0
WNT10B_FZD6,1668.0,190.0,288.0,0.0
WNT10B_FZD7,1658.0,160.0,282.0,0.0
WNT10B_FZD8,1687.0,157.0,282.0,0.0
WNT10B_FZD9,3034.0,65.0,0.0,0.0
WNT16_FZD1,1972.0,32.0,163.0,0.0
WNT16_LRP5,1940.0,26.0,254.0,0.0
WNT16_FZD10,2124.0,27.0,103.0,0.0
WNT16_FZD2,2016.0,30.0,261.0,0.0
WNT16_FZD3,1905.0,23.0,252.0,0.0
WNT16_FZD4,1791.0,30.0,279.0,0.0
WNT16_FZD5,2067.0,31.0,96.0,0.0
WNT16_FZD6,1897.0,30.0,216.0,0.0
WNT16_FZD7,1915.0,31.0,213.0,0.0
WNT16_FZD8,1955.0,26.0,200.0,0.0
WNT16_FZD9,3295.0,7.0,0.0,0.0
WNT2_FZD1,1998.0,1.0,161.0,0.0
WNT2_LRP5,1976.0,2.0,249.0,0.0
WNT2_FZD10,2160.0,2.0,97.0,0.0
WNT2_FZD2,2042.0,2.0,262.0,0.0
WNT2_FZD3,1937.0,0.0,252.0,0.0
WNT2_FZD4,1813.0,2.0,284.0,0.0
WNT2_FZD5,2095.0,0.0,92.0,0.0
WNT2_FZD6,1932.0,2.0,208.0,0.0
WNT2_FZD7,1945.0,2.0,209.0,0.0
WNT2_FZD8,1994.0,2.0,192.0,0.0
WNT2_FZD9,3344.0,1.0,0.0,0.0
WNT2B_FZD1,1920.0,71.0,172.0,0.0
WNT2B_LRP5,1876.0,63.0,273.0,0.0
WNT2B_FZD10,2073.0,57.0,102.0,0.0
WNT2B_FZD2,1945.0,52.0,272.0,0.0
WNT2B_FZD3,1845.0,67.0,274.0,0.0
WNT2B_FZD4,1708.0,47.0,297.0,0.0
WNT2B_FZD5,2007.0,68.0,111.0,0.0
WNT2B_FZD6,1833.0,59.0,227.0,0.0
WNT2B_FZD7,1860.0,65.0,220.0,0.0
WNT2B_FZD8,1894.0,66.0,219.0,0.0
WNT2B_FZD9,3234.0,28.0,0.0,0.0
WNT3_FZD1,1846.0,121.0,192.0,0.0
WNT3_LRP5,1798.0,118.0,302.0,0.0
WNT3_FZD10,2004.0,103.0,113.0,0.0
WNT3_FZD2,1870.0,108.0,299.0,0.0
WNT3_FZD3,1759.0,99.0,288.0,0.0
WNT3_FZD4,1640.0,108.0,322.0,0.0
WNT3_FZD5,1933.0,120.0,133.0,0.0
WNT3_FZD6,1757.0,112.0,252.0,0.0
WNT3_FZD7,1800.0,125.0,236.0,0.0
WNT3_FZD8,1821.0,117.0,239.0,0.0
WNT3_FZD9,3144.0,42.0,0.0,0.0
WNT4_FZD1,1981.0,16.0,164.0,0.0
WNT4_LRP5,1960.0,18.0,252.0,0.0
WNT4_FZD10,2141.0,17.0,102.0,0.0
WNT4_FZD2,2030.0,18.0,261.0,0.0
WNT4_FZD3,1928.0,18.0,250.0,0.0
WNT4_FZD4,1806.0,19.0,279.0,0.0
WNT4_FZD5,2075.0,10.0,93.0,0.0
WNT4_FZD6,1921.0,19.0,207.0,0.0
WNT4_FZD7,1928.0,12.0,207.0,0.0
WNT4_FZD8,1981.0,19.0,193.0,0.0
WNT4_FZD9,3318.0,4.0,0.0,0.0
WNT6_FZD1,1907.0,68.0,174.0,0.0
WNT6_LRP5,1870.0,66.0,274.0,0.0
WNT6_FZD10,2083.0,78.0,105.0,0.0
WNT6_FZD2,1953.0,71.0,275.0,0.0
WNT6_FZD3,1836.0,65.0,273.0,0.0
WNT6_FZD4,1723.0,75.0,302.0,0.0
WNT6_FZD5,2001.0,73.0,114.0,0.0
WNT6_FZD6,1830.0,67.0,230.0,0.0
WNT6_FZD7,1848.0,66.0,225.0,0.0
WNT6_FZD8,1892.0,73.0,220.0,0.0
WNT6_FZD9,3229.0,31.0,0.0,0.0
WNT7A_FZD1,1961.0,24.0,164.0,0.0
WNT7A_LRP5,1940.0,30.0,256.0,0.0
WNT7A_FZD10,2126.0,31.0,103.0,0.0
WNT7A_FZD2,2004.0,26.0,267.0,0.0
WNT7A_FZD3,1901.0,28.0,259.0,0.0
WNT7A_FZD4,1781.0,25.0,282.0,0.0
WNT7A_FZD5,2057.0,24.0,97.0,0.0
WNT7A_FZD6,1894.0,29.0,216.0,0.0
WNT7A_FZD7,1912.0,28.0,211.0,0.0
WNT7A_FZD8,1956.0,29.0,200.0,0.0
WNT7A_FZD9,3295.0,9.0,0.0,0.0
WNT9A_FZD1,1983.0,17.0,164.0,0.0
WNT9A_LRP5,1961.0,17.0,251.0,0.0
WNT9A_FZD10,2141.0,16.0,102.0,0.0
WNT9A_FZD2,2028.0,15.0,261.0,0.0
WNT9A_FZD3,1922.0,11.0,250.0,0.0
WNT9A_FZD4,1804.0,17.0,280.0,0.0
WNT9A_FZD5,2083.0,18.0,94.0,0.0
WNT9A_FZD6,1922.0,19.0,207.0,0.0
WNT9A_FZD7,1928.0,14.0,210.0,0.0
WNT9A_FZD8,1982.0,18.0,192.0,0.0
WNT9A_FZD9,3317.0,2.0,0.0,0.0
WNT9B_FZD1,1999.0,1.0,161.0,0.0
WNT9B_LRP5,1976.0,0.0,248.0,0.0
WNT9B_FZD10,2159.0,0.0,97.0,0.0
WNT9B_FZD2,2043.0,1.0,261.0,0.0
WNT9B_FZD3,1938.0,1.0,253.0,0.0
WNT9B_FZD4,1813.0,2.0,285.0,0.0
WNT9B_FZD5,2098.0,1.0,91.0,0.0
WNT9B_FZD6,1934.0,2.0,207.0,0.0
WNT9B_FZD7,1946.0,2.0,209.0,0.0
WNT9B_FZD8,1994.0,1.0,192.0,0.0
WNT9B_FZD9,3345.0,1.0,0.0,0.0
WNT1_LRP6,1839.0,18.0,237.0,0.0
WNT10A_LRP6,1423.0,246.0,400.0,0.0
WNT10B_LRP6,1578.0,169.0,305.0,0.0
WNT16_LRP6,1816.0,23.0,240.0,0.0
WNT2_LRP6,1857.0,3.0,234.0,0.0
WNT2B_LRP6,1765.0,71.0,257.0,0.0
WNT3_LRP6,1700.0,124.0,271.0,0.0
WNT4_LRP6,1837.0,13.0,235.0,0.0
WNT6_LRP6,1759.0,74.0,258.0,0.0
WNT7A_LRP6,1818.0,28.0,241.0,0.0
WNT9A_LRP6,1844.0,16.0,232.0,0.0
WNT9B_LRP6,1857.0,2.0,234.0,0.0
WNT5A_FZD1,1516.0,258.0,352.0,0.0
WNT5A_FZD10,1699.0,263.0,227.0,0.0
WNT5A_FZD2,1545.0,238.0,429.0,0.0
WNT5A_FZD3,1385.0,259.0,499.0,0.0
WNT5A_FZD4,1277.0,259.0,517.0,0.0
WNT5A_FZD5,1636.0,271.0,242.0,0.0
WNT5A_FZD6,1412.0,265.0,449.0,0.0
WNT5A_FZD7,1461.0,279.0,406.0,0.0
WNT5A_FZD8,1480.0,253.0,423.0,0.0
WNT5A_FZD9,2807.0,108.0,2.0,0.0
WNT5A_MCAM,1281.0,237.0,573.0,0.0
WNT5B_FZD1,1373.0,257.0,452.0,0.0
WNT5B_FZD10,1578.0,264.0,309.0,0.0
WNT5B_FZD2,1417.0,250.0,575.0,0.0
WNT5B_FZD3,1253.0,283.0,657.0,0.0
WNT5B_FZD4,1144.0,281.0,686.0,0.0
WNT5B_FZD5,1506.0,276.0,365.0,0.0
WNT5B_FZD6,1284.0,269.0,563.0,0.0
WNT5B_FZD7,1345.0,288.0,529.0,0.0
WNT5B_FZD8,1347.0,258.0,549.0,0.0
WNT5B_FZD9,2686.0,123.0,10.0,0.0
WNT11_FZD1,1989.0,14.0,164.0,0.0
WNT11_FZD10,2145.0,7.0,98.0,0.0
WNT11_FZD2,2033.0,10.0,260.0,0.0
WNT11_FZD3,1928.0,10.0,252.0,0.0
WNT11_FZD4,1803.0,8.0,281.0,0.0
WNT11_FZD5,2087.0,12.0,93.0,0.0
WNT11_FZD6,1927.0,13.0,205.0,0.0
WNT11_FZD7,1938.0,14.0,209.0,0.0
WNT11_FZD8,1982.0,11.0,194.0,0.0
WNT11_FZD9,3330.0,6.0,0.0,0.0
EGF_EGFR,1769.0,4.0,251.0,0.0
EGF_ERBB2,1778.0,3.0,312.0,0.0
TGFA_EGFR,1458.0,241.0,345.0,0.0
TGFA_ERBB2,1425.0,229.0,445.0,0.0
AREG_EGFR,710.0,216.0,1081.0,0.0
AREG_ERBB2,740.0,221.0,1215.0,0.0
BTC_EGFR,1768.0,4.0,248.0,0.0
BTC_ERBB2,1779.0,6.0,310.0,0.0
BTC_ERBB4,3790.0,2.0,0.0,0.0
HBEGF_EGFR,541.0,221.0,1318.0,0.0
HBEGF_ERBB2,546.0,202.0,1337.0,0.0
HBEGF_ERBB4,2393.0,65.0,0.0,0.0
EREG_EGFR,1730.0,46.0,252.0,0.0
EREG_ERBB2,1741.0,48.0,314.0,0.0
EREG_ERBB4,3712.0,0.0,0.0,0.0
NRG1_ERBB3,2652.0,79.0,8.0,0.0
NRG1_ERBB2,1573.0,171.0,376.0,0.0
NRG1_ERBB4,3507.0,24.0,0.0,0.0
NRG2_ERBB3,2615.0,105.0,10.0,0.0
NRG2_ERBB2,1516.0,203.0,408.0,0.0
NRG2_ERBB4,3448.0,26.0,0.0,0.0
NRG1_ITGAV,1122.0,164.0,828.0,0.0
NRG1_ITGB3,3260.0,40.0,0.0,0.0
FGF1_FGFR1,1453.0,29.0,506.0,0.0
FGF1_FGFR2,2233.0,17.0,107.0,0.0
FGF1_FGFR3,2009.0,23.0,151.0,0.0
FGF1_FGFR4,2114.0,26.0,89.0,0.0
FGF2_FGFR1,1261.0,210.0,550.0,0.0
FGF2_FGFR2,2007.0,161.0,146.0,0.0
FGF2_FGFR3,1778.0,188.0,214.0,0.0
FGF2_FGFR4,1883.0,182.0,145.0,0.0
FGF7_FGFR1,663.0,279.0,1164.0,0.0
FGF7_FGFR2,1380.0,211.0,488.0,0.0
FGF8_FGFR1,1422.0,0.0,552.0,0.0
FGF8_FGFR2,2264.0,1.0,104.0,0.0
FGF8_FGFR3,2033.0,0.0,148.0,0.0
FGF8_FGFR4,2135.0,1.0,87.0,0.0
FGF17_FGFR1,1444.0,9.0,522.0,0.0
FGF17_FGFR2,2254.0,8.0,104.0,0.0
FGF17_FGFR3,2023.0,9.0,150.0,0.0
FGF17_FGFR4,2123.0,6.0,87.0,0.0
FGF18_FGFR1,1448.0,33.0,497.0,0.0
FGF18_FGFR2,2223.0,28.0,110.0,0.0
FGF18_FGFR3,2004.0,40.0,155.0,0.0
FGF18_FGFR4,2091.0,24.0,92.0,0.0
FGF9_FGFR1,1450.0,26.0,504.0,0.0
FGF9_FGFR2,2236.0,23.0,108.0,0.0
FGF9_FGFR3,2004.0,22.0,153.0,0.0
FGF9_FGFR4,2115.0,30.0,90.0,0.0
FGF20_FGFR1,1443.0,8.0,518.0,0.0
FGF20_FGFR2,2252.0,10.0,104.0,0.0
FGF20_FGFR3,2019.0,11.0,152.0,0.0
FGF20_FGFR4,2123.0,10.0,87.0,0.0
FGF23_FGFR1,1389.0,143.0,501.0,0.0
FGF23_FGFR3,1897.0,123.0,180.0,0.0
FGF23_FGFR4,1988.0,93.0,99.0,0.0
PDGFA_PDGFRA,1672.0,232.0,304.0,0.0
PDGFA_PDGFRB,969.0,226.0,867.0,0.0
PDGFB_PDGFRA,1689.0,207.0,289.0,0.0
PDGFB_PDGFRB,1019.0,236.0,828.0,0.0
VEGFA_FLT1,333.0,151.0,1568.0,0.0
VEGFA_KDR,295.0,158.0,1662.0,0.0
VEGFC_FLT4,1290.0,277.0,581.0,0.0
VEGFC_KDR,1190.0,267.0,681.0,0.0
PGF_FLT1,629.0,210.0,1174.0,0.0
IGF1_IGF1R,985.0,218.0,893.0,0.0
IGF1_ITGAV,638.0,233.0,1219.0,0.0
IGF1_ITGB3,2807.0,96.0,3.0,0.0
IGF1_ITGA6,972.0,241.0,787.0,0.0
IGF1_ITGB4,1124.0,244.0,834.0,0.0
APLN_APLNR,1500.0,8.0,487.0,0.0
DHH_PTCH1,1738.0,19.0,338.0,0.0
DHH_SMO,1832.0,13.0,205.0,0.0
IHH_PTCH1,1754.0,1.0,339.0,0.0
IHH_SMO,1857.0,2.0,204.0,0.0
SHH_PTCH1,1754.0,1.0,341.0,0.0
SHH_SMO,1857.0,0.0,204.0,0.0
DHH_PTCH2,1795.0,20.0,363.0,0.0
IHH_PTCH2,1809.0,2.0,366.0,0.0
SHH_PTCH2,1809.0,1.0,367.0,0.0
CCL5_CCR1,551.0,361.0,1169.0,0.0
CCL3_CCR1,835.0,233.0,1106.0,0.0
CCL3L1_CCR1,495.0,193.0,1410.0,0.0
CCL8_CCR1,1031.0,265.0,922.0,0.0
CCL7_CCR1,1938.0,9.0,256.0,0.0
CCL13_CCR1,1835.0,92.0,282.0,0.0
CCL14_CCR1,398.0,205.0,1544.0,0.0
CCL15_CCR1,1942.0,4.0,255.0,0.0
CCL16_CCR1,1930.0,21.0,257.0,0.0
CCL23_CCR1,1860.0,65.0,272.0,0.0
CCL8_CCR2,1207.0,261.0,964.0,0.0
CCL7_CCR2,1913.0,8.0,280.0,0.0
CCL2_CCR2,660.0,288.0,1678.0,0.0
CCL27_CCR2,1917.0,11.0,274.0,0.0
CCL5_CCR3,804.0,366.0,824.0,0.0
CCL7_CCR3,2892.0,3.0,5.0,0.0
CCL11_CCR3,2870.0,9.0,6.0,0.0
CCL26_CCR3,2895.0,4.0,5.0,0.0
CCL28_CCR3,2461.0,141.0,18.0,0.0
CCL27_CCR3,2893.0,9.0,5.0,0.0
CCL17_CCR4,1804.0,296.0,181.0,0.0
CCL22_CCR4,1099.0,309.0,762.0,0.0
CCL5_CCR4,570.0,372.0,1040.0,0.0
CCL4_CCR5,248.0,162.0,1682.0,0.0
CCL5_CCR5,495.0,378.0,1290.0,0.0
CCL3_CCR5,655.0,227.0,1202.0,0.0
CCL20_CCR6,692.0,259.0,1453.0,0.0
CCL1_CCR8,3900.0,0.0,0.0,0.0
CCL25_CCR9,2156.0,29.0,87.0,0.0
CCL25_ACKR4,2358.0,26.0,92.0,0.0
CCL28_CCR10,1386.0,267.0,440.0,0.0
CCL27_CCR10,1857.0,11.0,230.0,0.0
CCL1_ACKR4,2388.0,2.0,85.0,0.0
CCL13_ACKR4,2284.0,71.0,96.0,0.0
CCL8_ACKR4,1505.0,182.0,417.0,0.0
CCL1_ACKR1,1390.0,10.0,550.0,0.0
CCL2_ACKR1,684.0,247.0,1548.0,0.0
CCL5_ACKR1,676.0,290.0,1222.0,0.0
CCL8_ACKR1,757.0,242.0,1162.0,0.0
CCL13_ACKR1,1362.0,100.0,506.0,0.0
CCL14_ACKR1,586.0,205.0,1647.0,0.0
CCL16_ACKR1,1406.0,23.0,526.0,0.0
CXCL1_ACKR1,461.0,197.0,1509.0,0.0
CXCL2_ACKR1,552.0,239.0,1507.0,0.0
CXCL3_ACKR1,1202.0,231.0,566.0,0.0
CXCL5_ACKR1,830.0,226.0,1079.0,0.0
CXCL6_ACKR1,1399.0,52.0,514.0,0.0
CXCL8_ACKR1,1377.0,69.0,509.0,0.0
CXCL9_ACKR1,545.0,116.0,1295.0,0.0
CXCL10_ACKR1,648.0,140.0,1187.0,0.0
CXCL11_ACKR1,1320.0,89.0,504.0,0.0
CXCL13_ACKR1,610.0,210.0,1058.0,2157.0
CCL2_ACKR2,767.0,411.0,862.0,0.0
CCL3_ACKR2,1500.0,269.0,441.0,0.0
CCL3L1_ACKR2,1110.0,275.0,745.0,0.0
CCL4_ACKR2,853.0,320.0,891.0,0.0
CCL5_ACKR2,657.0,391.0,951.0,0.0
CCL7_ACKR2,2464.0,5.0,16.0,0.0
CCL8_ACKR2,1651.0,288.0,349.0,0.0
CCL7_ACKR1,1397.0,14.0,545.0,0.0
CCL11_ACKR1,1406.0,28.0,523.0,0.0
CCL11_ACKR2,2456.0,25.0,17.0,0.0
CCL13_ACKR2,2379.0,86.0,22.0,0.0
CCL22_ACKR2,1109.0,318.0,700.0,0.0
CCL26_ACKR2,2468.0,7.0,16.0,0.0
CCL17_ACKR1,911.0,167.0,755.0,0.0
CCL14_ACKR2,967.0,299.0,773.0,0.0
CCL17_ACKR2,1891.0,257.0,210.0,0.0
CXCL1_CXCR1,1815.0,252.0,130.0,0.0
CXCL2_CXCR1,1899.0,241.0,96.0,0.0
CXCL3_CXCR1,2853.0,118.0,0.0,0.0
CXCL5_CXCR1,2377.0,197.0,53.0,0.0
CXCL6_CXCR1,3117.0,20.0,0.0,0.0
CXCL1_CXCR2,1790.0,265.0,125.0,0.0
CXCL2_CXCR2,1887.0,265.0,105.0,0.0
CXCL3_CXCR2,2812.0,90.0,2.0,0.0
CXCL5_CXCR2,2312.0,168.0,40.0,0.0
CXCL6_CXCR2,3101.0,19.0,0.0,0.0
CXCL8_CXCR2,3064.0,26.0,0.0,0.0
PF4V1_CXCR3,1603.0,17.0,298.0,0.0
CXCL9_CXCR3,487.0,219.0,1537.0,0.0
CXCL10_CXCR3,686.0,191.0,1207.0,0.0
CXCL11_CXCR3,1511.0,141.0,314.0,0.0
CXCL13_CXCR3,419.0,167.0,919.0,2530.0
CXCL12_CXCR4,1249.0,314.0,830.0,0.0
CXCL11_ACKR3,1685.0,95.0,328.0,0.0
CXCL12_ACKR3,669.0,330.0,1323.0,0.0
CXCL13_CXCR5,835.0,328.0,1613.0,1259.0
CXCL16_CXCR6,419.0,214.0,1509.0,0.0
CX3CL1_CX3CR1,1488.0,278.0,417.0,0.0
XCL1_XCR1,1738.0,122.0,208.0,0.0
XCL2_XCR1,1685.0,168.0,217.0,0.0
IL2_IL2RA,1124.0,44.0,793.0,0.0
IL2_IL2RB,1315.0,56.0,698.0,0.0
IL2_IL2RG,1008.0,81.0,814.0,0.0
IL4_IL2RG,1005.0,49.0,821.0,0.0
IL4_IL4R,1112.0,75.0,773.0,0.0
IL7_IL2RG,768.0,293.0,901.0,0.0
IL7_IL7R,1264.0,241.0,602.0,0.0
IL15_IL15RA,331.0,198.0,1593.0,0.0
IL15_IL2RB,367.0,158.0,1616.0,0.0
IL15_IL2RG,325.0,211.0,1505.0,0.0
IL21_IL2RG,972.0,122.0,788.0,0.0
IL21_IL21R,1046.0,117.0,795.0,0.0
IL5_CSF2RB,1390.0,1.0,708.0,0.0
IL5_IL5RA,2455.0,3.0,65.0,0.0
CSF2_CSF2RB,1423.0,9.0,664.0,0.0
CSF2_CSF2RA,1767.0,12.0,370.0,0.0
IL4_IL13RA1,1318.0,23.0,661.0,0.0
IL4_IL13RA2,3760.0,3.0,0.0,0.0
IL13_IL13RA1,1291.0,60.0,652.0,0.0
IL13_IL4R,1108.0,105.0,732.0,0.0
IL13_IL13RA2,3690.0,6.0,0.0,0.0
IL6_IL6ST,367.0,203.0,1460.0,0.0
IL6_IL6R,423.0,183.0,1466.0,0.0
IL11_IL11RA,1428.0,12.0,619.0,0.0
IL11_IL6ST,1026.0,41.0,968.0,0.0
IL12B_IL12RB1,1253.0,105.0,605.0,0.0
IL12B_IL12RB2,1983.0,80.0,193.0,0.0
IL12A_IL12RB1,1180.0,128.0,608.0,0.0
IL12A_IL12RB2,1910.0,117.0,210.0,0.0
IL12B_IL23R,3346.0,25.0,0.0,0.0
IL23A_IL12RB1,1092.0,235.0,673.0,0.0
IL23A_IL23R,3153.0,83.0,0.0,0.0
IL27_IL27RA,1368.0,22.0,693.0,0.0
IL27_IL6ST,1031.0,49.0,962.0,0.0
EBI3_IL27RA,410.0,203.0,1503.0,0.0
EBI3_IL6ST,391.0,235.0,1553.0,0.0
CLCF1_IL6ST,435.0,201.0,1300.0,0.0
CLCF1_LIFR,725.0,235.0,1167.0,0.0
CLCF1_CNTFR,2807.0,75.0,0.0,0.0
CTF1_IL6ST,1000.0,93.0,943.0,0.0
